,incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,cad_number,report_type_code,report_type_description,filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,cnn,police_district,analysis_neighborhood,supervisor_district,latitude,longitude,point,daynum
122736,2018-05-30 00:40:00,2018-05-30 00:00:00,00:40,2018,Wednesday,2018-05-30 00:52:00,67385419090,673854,180401263,181500074.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,22ND ST \ MISSION ST,24111000.0,Mission,Mission,9.0,37.75543693568604,-122.41874757531653,"(37.75543693568604, -122.41874757531652)",2
123992,2018-06-02 00:59:00,2018-06-02 00:00:00,00:59,2018,Saturday,2018-06-02 00:59:00,67495719090,674957,180409364,181530127.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,MONTGOMERY ST \ BROADWAY,24768000.0,Central,North Beach,3.0,37.798222970428206,-122.40386301890017,"(37.798222970428206, -122.40386301890015)",5
124293,2018-06-02 21:00:00,2018-06-02 00:00:00,21:00,2018,Saturday,2018-06-02 21:12:00,67521719090,675217,180411303,181533677.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,AVILA ST \ CHESTNUT ST,26969000.0,Northern,Marina,2.0,37.80030100677404,-122.44030960703606,"(37.80030100677404, -122.44030960703606)",5
124432,2018-06-02 22:15:00,2018-06-02 00:00:00,22:15,2018,Saturday,2018-06-02 22:20:00,67535219090,675352,180411422,181533887.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,VAN NESS AVE \ OAK ST,30705000.0,Southern,Tenderloin,6.0,37.7754222198843,-122.41939688941916,"(37.7754222198843, -122.41939688941916)",5
124463,2018-06-03 10:30:00,2018-06-03 00:00:00,10:30,2018,Sunday,2018-06-03 10:30:00,67538019090,675380,180412157,181541230.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,UNITED NATIONS PLZ \ LEAVENWORTH ST,30044000.0,Tenderloin,Tenderloin,6.0,37.77999173926721,-122.41348740024355,"(37.77999173926721, -122.41348740024354)",6
125448,2018-06-05 17:00:00,2018-06-05 00:00:00,17:00,2018,Tuesday,2018-06-05 17:58:00,67624619090,676246,180418478,181563038.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,OCEAN AVE \ LEE AVE,22223000.0,Taraval,West of Twin Peaks,7.0,37.72345700607632,-122.45411575418224,"(37.72345700607633, -122.45411575418224)",1
126734,2018-06-08 20:41:00,2018-06-08 00:00:00,20:41,2018,Friday,2018-06-08 20:41:00,67738219090,677382,180427037,181593279.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,UNION ST \ BUCHANAN ST,26659000.0,Northern,Marina,2.0,37.79750694842185,-122.43220428969965,"(37.797506948421855, -122.43220428969965)",4
126750,2018-06-08 21:42:00,2018-06-08 00:00:00,21:42,2018,Friday,2018-06-08 21:59:00,67739519090,677395,180427112,181593495.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,RITCH ST \ BRYANT ST,23839000.0,Southern,South of Market,6.0,37.78089350640044,-122.3963822554208,"(37.78089350640044, -122.39638225542079)",4
126778,2018-06-08 22:12:00,2018-06-08 00:00:00,22:12,2018,Friday,2018-06-08 22:12:00,67741919090,677419,180427087,181593610.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,24TH ST \ OSAGE ALY,24089000.0,Mission,Mission,9.0,37.752204441169674,-122.4190175437401,"(37.75220444116967, -122.4190175437401)",4
127297,2018-06-10 18:34:00,2018-06-10 00:00:00,18:34,2018,Sunday,2018-06-10 18:47:00,67788019090,677880,180431715,181612769.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,MARKET ST \ 16TH ST \ NOE ST,25804000.0,Park,Castro/Upper Market,8.0,37.76419571221531,-122.4330744722702,"(37.76419571221531, -122.43307447227019)",6
127781,2018-06-09 00:40:00,2018-06-09 00:00:00,00:40,2018,Saturday,2018-06-09 00:40:00,67830219090,678302,180427297,181600102.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,FILLMORE ST \ GREENWICH ST,26747000.0,Northern,Marina,2.0,37.798951849127576,-122.43586632130815,"(37.79895184912758, -122.43586632130817)",5
128379,2018-06-13 02:45:00,2018-06-13 00:00:00,02:45,2018,Wednesday,2018-06-13 02:50:00,67885819090,678858,180437597,181640219.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,VAN NESS AVE \ UNION ST,26686000.0,Northern,Russian Hill,2.0,37.79855245267023,-122.42398214567396,"(37.79855245267023, -122.42398214567397)",2
128756,2018-06-14 02:30:00,2018-06-14 00:00:00,02:30,2018,Thursday,2018-06-14 02:36:00,67918619090,679186,180440249,181650236.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,18TH ST \ CASTRO ST,25813000.0,Mission,Castro/Upper Market,8.0,37.760888932091525,-122.43500070269909,"(37.76088893209152, -122.4350007026991)",3
131802,2018-06-21 20:41:00,2018-06-21 00:00:00,20:41,2018,Thursday,2018-06-21 20:41:00,68186519090,681865,180461148,181723514.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,03RD ST \ KING ST,23799000.0,Southern,Mission Bay,6.0,37.77812569661714,-122.39184052639568,"(37.77812569661714, -122.39184052639568)",3
131865,2018-06-21 20:37:00,2018-06-21 00:00:00,20:37,2018,Thursday,2018-06-21 20:37:00,68191519090,681915,180461217,181723502.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,FILLMORE ST \ GREENWICH ST,26747000.0,Northern,Marina,2.0,37.798951849127576,-122.43586632130815,"(37.79895184912758, -122.43586632130817)",3
132566,2018-06-23 19:13:00,2018-06-23 00:00:00,19:13,2018,Saturday,2018-06-23 19:20:00,68251719090,682517,180466546,181743389.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,TAYLOR ST \ OPAL PL,30046000.0,Tenderloin,Tenderloin,6.0,37.782895683885705,-122.41070060552151,"(37.7828956838857, -122.4107006055215)",5
133144,2018-06-24 22:15:00,2018-06-24 00:00:00,22:15,2018,Sunday,2018-06-24 22:15:00,68303819090,683038,180469631,181753569.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,18TH ST \ CASTRO ST,25813000.0,Mission,Castro/Upper Market,8.0,37.760888932091525,-122.43500070269909,"(37.76088893209152, -122.4350007026991)",6
133447,2018-06-25 02:43:00,2018-06-25 00:00:00,02:43,2018,Monday,2018-06-25 02:43:00,68332219090,683322,180470042,181760246.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,18TH ST \ CASTRO ST,25813000.0,Mission,Castro/Upper Market,8.0,37.760888932091525,-122.43500070269909,"(37.76088893209152, -122.4350007026991)",0
133620,2018-06-25 21:45:00,2018-06-25 00:00:00,21:45,2018,Monday,2018-06-25 21:47:00,68346719090,683467,180472866,181763641.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,19TH ST \ MISSION ST,24145000.0,Mission,Mission,9.0,37.760235354071796,-122.41920604493744,"(37.7602353540718, -122.41920604493745)",0
134799,2018-06-28 15:41:00,2018-06-28 00:00:00,15:41,2018,Thursday,2018-06-28 16:10:00,68447019090,684470,180480336,181792466.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,29TH AVE \ SANTIAGO ST,23285000.0,Taraval,Sunset/Parkside,4.0,37.74444572601745,-122.48653621612871,"(37.74444572601745, -122.48653621612873)",3
134803,2018-06-28 21:00:00,2018-06-28 00:00:00,21:00,2018,Thursday,2018-06-28 21:03:00,68447219090,684472,180481146,181793653.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,SAN BRUNO AVE \ DWIGHT ST,20600000.0,Bayview,Portola,9.0,37.72403561263169,-122.40210839224031,"(37.72403561263169, -122.40210839224031)",3
135280,2018-06-29 21:40:00,2018-06-29 00:00:00,21:40,2018,Friday,2018-06-29 21:44:00,68489219090,684892,180483976,181803618.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,MONTGOMERY ST \ BROADWAY,24768000.0,Central,North Beach,3.0,37.798222970428206,-122.40386301890017,"(37.798222970428206, -122.40386301890015)",4
137451,2018-07-04 18:16:00,2018-07-04 00:00:00,18:16,2018,Wednesday,2018-07-04 18:16:00,68683219090,686832,180496311,181852572.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,GAMBIER ST \ BURROWS ST,20985000.0,Ingleside,Excelsior,9.0,37.72445421336072,-122.42086115172629,"(37.72445421336073, -122.42086115172629)",2
137486,2018-07-04 17:30:00,2018-07-04 00:00:00,17:30,2018,Wednesday,2018-07-04 17:36:00,68685619090,686856,180496236,181852416.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,31ST AVE \ FULTON ST,27815000.0,Richmond,Outer Richmond,1.0,37.77227634424205,-122.49061689847916,"(37.77227634424205, -122.49061689847917)",2
138274,2018-07-06 10:55:00,2018-07-06 00:00:00,10:55,2018,Friday,2018-07-06 10:58:00,68753019090,687530,180500768,181871358.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,OFARRELL ST \ SECURITY PACIFIC PL,24656000.0,Tenderloin,Financial District/South Beach,3.0,37.78674761767845,-122.40534607993492,"(37.786747617678444, -122.40534607993492)",4
138555,2018-07-07 00:00:00,2018-07-07 00:00:00,00:00,2018,Saturday,2018-07-07 02:00:00,68777019090,687770,180502861,181880249.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,06TH ST \ MISSION ST,24293000.0,Southern,South of Market,6.0,37.78097118232977,-122.40870867491721,"(37.780971182329765, -122.4087086749172)",5
141441,2018-07-13 17:41:00,2018-07-13 00:00:00,17:41,2018,Friday,2018-07-13 17:43:00,69028219090,690282,180521225,181942841.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,STEUART ST \ MISSION ST,24552000.0,Southern,Financial District/South Beach,3.0,37.793230491320045,-122.3931813328012,"(37.79323049132005, -122.3931813328012)",4
142152,2018-07-15 17:29:00,2018-07-15 00:00:00,17:29,2018,Sunday,2018-07-15 17:29:00,69088919090,690889,180525976,181962659.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,17TH ST \ CASTRO ST \ MARKET ST,25814000.0,Mission,Castro/Upper Market,8.0,37.76267070626061,-122.4351879633321,"(37.76267070626061, -122.4351879633321)",6
142181,2018-07-16 02:30:00,2018-07-16 00:00:00,02:30,2018,Monday,2018-07-16 02:34:00,69091519090,690915,180526861,181970210.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,STOCKTON ST \ COLUMBUS AVE \ GREEN ST,25352000.0,Central,Chinatown,3.0,37.799489818703435,-122.40901437837884,"(37.79948981870344, -122.40901437837884)",0
142669,2018-07-17 03:16:00,2018-07-17 00:00:00,03:16,2018,Tuesday,2018-07-17 03:18:00,69134319090,691343,180529558,181980254.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,MARKET ST \ COLLINGWOOD ST,25820000.0,Mission,Castro/Upper Market,8.0,37.762137624773594,-122.43624180667507,"(37.76213762477359, -122.43624180667507)",1
143621,2018-07-18 19:15:00,2018-07-18 00:00:00,19:15,2018,Wednesday,2018-07-18 19:18:00,69215819090,692158,180535157,181993474.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,GROVE ST \ LAGUNA ST,25934000.0,Northern,Hayes Valley,5.0,37.77738819387254,-122.42645223923668,"(37.77738819387254, -122.42645223923668)",2
144073,2018-07-19 14:55:00,2018-07-19 00:00:00,14:55,2018,Thursday,2018-07-19 14:55:00,69257819090,692578,180537498,182002279.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,TAYLOR ST \ JEFFERSON ST,25594000.0,Central,North Beach,3.0,37.80821405292514,-122.41580242607431,"(37.80821405292514, -122.41580242607432)",3
144278,2018-07-20 01:30:00,2018-07-20 00:00:00,01:30,2018,Friday,2018-07-20 01:30:00,69274519090,692745,180539018,182010150.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,SYCAMORE ST \ VALENCIA ST,24172000.0,Mission,Mission,8.0,37.76257883049033,-122.42166247826908,"(37.76257883049033, -122.42166247826907)",4
144296,2018-07-20 00:45:00,2018-07-20 00:00:00,00:45,2018,Friday,2018-07-20 01:01:00,69276219090,692762,180538957,182010108.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,CALIFORNIA ST \ DRUMM ST,30049000.0,Central,Financial District/South Beach,3.0,37.793663777154755,-122.39639041612963,"(37.793663777154755, -122.39639041612962)",4
144965,2018-07-21 20:32:00,2018-07-21 00:00:00,20:32,2018,Saturday,2018-07-21 20:32:00,69332119090,693321,180543445,182023398.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,24TH ST \ FOLSOM ST,23990000.0,Mission,Mission,9.0,37.752506064398666,-122.41408603237402,"(37.752506064398666, -122.41408603237402)",5
145171,2018-07-21 19:00:00,2018-07-21 00:00:00,19:00,2018,Saturday,2018-07-21 19:40:00,69351019090,693510,180543398,182023232.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,04TH ST \ KING ST,23798000.0,Southern,Mission Bay,6.0,37.7763329755656,-122.39403506751226,"(37.776332975565595, -122.39403506751226)",5
145292,2018-07-22 14:22:00,2018-07-22 00:00:00,14:22,2018,Sunday,2018-07-22 14:25:00,69360819090,693608,180545134,182031904.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,ARMISTEAD RD \ LENDRUM CT,51336000.0,Central,Presidio,2.0,37.80464206902029,-122.47112429713472,"(37.80464206902029, -122.47112429713471)",6
145335,2018-07-22 13:45:00,2018-07-22 00:00:00,13:45,2018,Sunday,2018-07-22 13:45:00,69364119090,693641,180545112,182031768.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,SACRAMENTO ST \ GRANT AVE,24749000.0,Central,Chinatown,3.0,37.79337970393797,-122.4061294844994,"(37.793379703937966, -122.4061294844994)",6
146428,2018-07-24 18:49:00,2018-07-24 00:00:00,18:49,2018,Tuesday,2018-07-24 18:52:00,69463119090,694631,180551595,182053242.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,FILLMORE ST \ SACRAMENTO ST,26639000.0,Northern,Pacific Heights,2.0,37.789836971259774,-122.43402709034115,"(37.78983697125977, -122.43402709034117)",1
147435,2018-07-26 16:23:00,2018-07-26 00:00:00,16:23,2018,Thursday,2018-07-26 16:23:00,69552219090,695522,180557101,182072662.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,STEUART ST \ MISSION ST,24552000.0,Southern,Financial District/South Beach,3.0,37.793230491320045,-122.3931813328012,"(37.79323049132005, -122.3931813328012)",3
147809,2018-07-27 21:21:00,2018-07-27 00:00:00,21:21,2018,Friday,2018-07-27 21:21:00,69584519090,695845,180560568,182083542.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,03RD ST \ KING ST,23799000.0,Southern,Mission Bay,6.0,37.77812569661714,-122.39184052639568,"(37.77812569661714, -122.39184052639568)",4
148150,2018-07-28 16:30:00,2018-07-28 00:00:00,16:30,2018,Saturday,2018-07-28 16:58:00,69613519090,696135,180562984,182092506.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,AVENUE B \ HALIBUT CT,34133000.0,Southern,Treasure Island,6.0,37.824524297490655,-122.37559311370266,"(37.82452429749066, -122.37559311370266)",5
149188,2018-07-30 20:00:00,2018-07-30 00:00:00,20:00,2018,Monday,2018-07-31 01:25:00,69703719090,697037,180568857,182120156.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,DRUMM ST \ SACRAMENTO ST,24574000.0,Central,Financial District/South Beach,3.0,37.79458821565897,-122.3965859141178,"(37.79458821565897, -122.39658591411781)",0
149619,2018-07-31 15:41:00,2018-07-31 00:00:00,15:41,2018,Tuesday,2018-07-31 15:41:00,69742419090,697424,180570448,182122477.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,GEARY BLVD \ 15TH AVE,27486000.0,Richmond,Outer Richmond,1.0,37.78057538107446,-122.47398247146393,"(37.78057538107447, -122.47398247146391)",1
150346,2018-08-02 02:08:00,2018-08-02 00:00:00,02:08,2018,Thursday,2018-08-02 02:13:00,69799919090,697999,180574898,182140193.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,HARTFORD ST \ 17TH ST,25793000.0,Mission,Castro/Upper Market,8.0,37.76255082381586,-122.43406238857595,"(37.76255082381586, -122.43406238857597)",3
150542,2018-07-18 23:43:00,2018-07-18 00:00:00,23:43,2018,Wednesday,2018-07-18 23:43:00,69817319090,698173,180535834,181994193.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,22ND ST \ POTRERO AVE,23967000.0,Mission,Mission,9.0,37.75683373380551,-122.40669900268831,"(37.75683373380551, -122.40669900268833)",2
150682,2018-08-02 14:07:00,2018-08-02 00:00:00,14:07,2018,Thursday,2018-08-02 14:17:00,69828519090,698285,180576430,182142101.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,MISSION ST \ LASKIE ST,24314000.0,Southern,South of Market,6.0,37.77670768692035,-122.41410689674208,"(37.77670768692035, -122.41410689674207)",3
150876,2018-08-02 02:08:00,2018-08-02 00:00:00,02:08,2018,Thursday,2018-08-02 02:13:00,69843719090,698437,180574898,182140193.0,IS,Initial Supplement,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,HARTFORD ST \ 17TH ST,25793000.0,Mission,Castro/Upper Market,8.0,37.76255082381586,-122.43406238857595,"(37.76255082381586, -122.43406238857597)",3
151369,2018-08-04 02:28:00,2018-08-04 00:00:00,02:28,2018,Saturday,2018-08-04 02:28:00,69886719090,698867,180580760,182160310.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,SAN BRUNO AVE \ WAYLAND ST,33272000.0,Bayview,Portola,9.0,37.72643345478486,-122.4031023085726,"(37.72643345478486, -122.4031023085726)",5
152106,2018-08-05 22:50:00,2018-08-05 00:00:00,22:50,2018,Sunday,2018-08-05 22:55:00,69948919090,699489,180585817,182173563.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,VALENCIA ST \ 19TH ST,24158000.0,Mission,Mission,8.0,37.760101292412216,-122.42142521378149,"(37.760101292412216, -122.42142521378148)",6
154061,2018-08-09 23:20:00,2018-08-09 00:00:00,23:20,2018,Thursday,2018-08-09 23:20:00,70118719090,701187,180597442,182214075.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,TAYLOR ST \ NORTH POINT ST,25592000.0,Central,North Beach,3.0,37.8063434285485,-122.41543157088526,"(37.8063434285485, -122.41543157088526)",3
154687,2018-08-10 20:07:00,2018-08-10 00:00:00,20:07,2018,Friday,2018-08-10 20:10:00,70173519090,701735,180599711,182223739.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,03RD ST \ KING ST,23799000.0,Southern,Mission Bay,6.0,37.77812569661714,-122.39184052639568,"(37.77812569661714, -122.39184052639568)",4
155195,2018-08-12 22:25:00,2018-08-12 00:00:00,22:25,2018,Sunday,2018-08-12 22:45:00,70215919090,702159,180605255,182243777.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,CALIFORNIA ST \ DRUMM ST,30049000.0,Central,Financial District/South Beach,3.0,37.793663777154755,-122.39639041612963,"(37.793663777154755, -122.39639041612962)",6
156142,2018-08-14 23:43:00,2018-08-14 00:00:00,23:43,2018,Tuesday,2018-08-14 23:47:00,70297719090,702977,180611525,182264041.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,ELWOOD ST \ MASON ST,24915000.0,Tenderloin,Tenderloin,3.0,37.786658873301924,-122.40977511008914,"(37.78665887330192, -122.40977511008917)",1
156216,2018-07-28 21:00:00,2018-07-28 00:00:00,21:00,2018,Saturday,2018-07-28 21:05:00,70304019090,703040,180563051,182093464.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,22ND ST \ POTRERO AVE,23967000.0,Mission,Mission,9.0,37.75683373380551,-122.40669900268831,"(37.75683373380551, -122.40669900268833)",5
156866,2018-07-29 01:53:00,2018-07-29 00:00:00,01:53,2018,Sunday,2018-07-29 01:53:00,70362619090,703626,180563487,182100279.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,22ND ST \ POTRERO AVE,23967000.0,Mission,Mission,9.0,37.75683373380551,-122.40669900268831,"(37.75683373380551, -122.40669900268833)",6
156873,2018-07-18 19:15:00,2018-07-18 00:00:00,19:15,2018,Wednesday,2018-08-16 06:43:00,70363119090,703631,180615044,182280555.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,GROVE ST \ LAGUNA ST,25934000.0,Northern,Hayes Valley,5.0,37.77738819387254,-122.42645223923668,"(37.77738819387254, -122.42645223923668)",2
157109,2018-08-16 17:23:00,2018-08-16 00:00:00,17:23,2018,Thursday,2018-08-16 17:23:00,70383819090,703838,180616876,182283009.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,STEINER ST \ FULTON ST,26042000.0,Northern,Western Addition,5.0,37.77749036635375,-122.43321873935557,"(37.777490366353746, -122.43321873935555)",3
157535,2018-08-17 20:50:00,2018-08-17 00:00:00,20:50,2018,Friday,2018-08-17 20:58:00,70423219090,704232,180619933,182293827.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,MENDELL ST \ LA SALLE AVE,20211000.0,Bayview,Bayview Hunters Point,10.0,37.736482820127975,-122.38865297228485,"(37.736482820127975, -122.38865297228483)",4
157935,2018-08-19 02:29:00,2018-08-19 00:00:00,02:29,2018,Sunday,2018-08-19 02:29:00,70455719090,704557,180622704,182310303.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,16TH ST \ GUERRERO ST,25698000.0,Mission,Mission,8.0,37.76478345128393,-122.42410268505228,"(37.764783451283925, -122.42410268505228)",6
158850,2018-08-21 04:19:00,2018-08-21 00:00:00,04:19,2018,Tuesday,2018-08-21 04:22:00,70536119090,705361,180627920,182330342.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,23RD ST \ HARRISON ST,23979000.0,Mission,Mission,9.0,37.75423033022032,-122.41204726702513,"(37.75423033022031, -122.41204726702512)",1
158884,2018-08-04 20:21:00,2018-08-04 00:00:00,20:21,2018,Saturday,2018-08-04 20:22:00,70539319090,705393,180582619,182163256.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,UTAH ST \ 23RD ST,23730000.0,Mission,Mission,10.0,37.754337230462774,-122.40545417302928,"(37.754337230462774, -122.40545417302928)",5
160917,2018-08-26 03:57:00,2018-08-26 00:00:00,03:57,2018,Sunday,2018-08-26 04:01:00,70716719090,707167,180642912,182380483.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,TELEGRAPH HILL BLVD \ FILBERT ST,35014000.0,Central,North Beach,3.0,37.80178675366083,-122.40570199800686,"(37.80178675366083, -122.40570199800686)",6
161162,2018-08-26 13:54:00,2018-08-26 00:00:00,13:54,2018,Sunday,2018-08-26 14:00:00,70738719090,707387,180643829,182381947.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,03RD ST \ KING ST,23799000.0,Southern,Mission Bay,6.0,37.77812569661714,-122.39184052639568,"(37.77812569661714, -122.39184052639568)",6
162210,2018-08-28 16:40:00,2018-08-28 00:00:00,16:40,2018,Tuesday,2018-08-28 16:48:00,70828919090,708289,180650056,182402856.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,COLUMBUS AVE \ BEACH ST,25598000.0,Central,Russian Hill,2.0,37.80678011146853,-122.41957724419778,"(37.806780111468534, -122.4195772441978)",1
162619,2018-08-29 18:36:00,2018-08-29 00:00:00,18:36,2018,Wednesday,2018-08-29 19:47:00,70864319090,708643,180653646,182413367.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,SOUTH VAN NESS AVE \ 26TH ST,21296000.0,Mission,Mission,9.0,37.749172182064,-122.41595464350685,"(37.749172182064, -122.41595464350685)",2
